REF_DATE,GEO,DGUID,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2024,Nunavut,2021A000262,Total - gender,65 years and older,Persons,249,units,0,v480270,15.1.104,2017,,,,0
2024,Nunavut,2021A000262,Men+,65 years and older,Persons,249,units,0,v480271,15.2.104,1009,,,,0
2024,Nunavut,2021A000262,Women+,65 years and older,Persons,249,units,0,v480272,15.3.104,1008,,,,0
2025,Canada,2021A000011124,Total - gender,65 years and older,Persons,249,units,0,v466686,1.1.104,8108467,,,,0
2025,Canada,2021A000011124,Men+,65 years and older,Persons,249,units,0,v466687,1.2.104,3756429,,,,0
2025,Canada,2021A000011124,Women+,65 years and older,Persons,249,units,0,v466688,1.3.104,4352038,,,,0
2025,Newfoundland and Labrador,2021A000210,Total - gender,65 years and older,Persons,249,units,0,v467001,2.1.104,138514,,,,0
2025,Newfoundland and Labrador,2021A000210,Men+,65 years and older,Persons,249,units,0,v467002,2.2.104,64890,,,,0
2025,Newfoundland and Labrador,2021A000210,Women+,65 years and older,Persons,249,units,0,v467003,2.3.104,73624,,,,0
2025,Prince Edward Island,2021A000211,Total - gender,65 years and older,Persons,249,units,0,v467316,3.1.104,38105,,,,0
2025,Prince Edward Island,2021A000211,Men+,65 years and older,Persons,249,units,0,v467317,3.2.104,17412,,,,0
2025,Prince Edward Island,2021A000211,Women+,65 years and older,Persons,249,units,0,v467318,3.3.104,20693,,,,0
2025,Nova Scotia,2021A000212,Total - gender,65 years and older,Persons,249,units,0,v467631,4.1.104,246752,,,,0
2025,Nova Scotia,2021A000212,Men+,65 years and older,Persons,249,units,0,v467632,4.2.104,114110,,,,0
2025,Nova Scotia,2021A000212,Women+,65 years and older,Persons,249,units,0,v467633,4.3.104,132642,,,,0
2025,New Brunswick,2021A000213,Total - gender,65 years and older,Persons,249,units,0,v467946,5.1.104,202747,,,,0
2025,New Brunswick,2021A000213,Men+,65 years and older,Persons,249,units,0,v467947,5.2.104,94775,,,,0
2025,New Brunswick,2021A000213,Women+,65 years and older,Persons,249,units,0,v467948,5.3.104,107972,,,,0
2025,Quebec,2021A000224,Total - gender,65 years and older,Persons,249,units,0,v468261,6.1.104,1964452,,,,0
2025,Quebec,2021A000224,Men+,65 years and older,Persons,249,units,0,v468262,6.2.104,917085,,,,0
2025,Quebec,2021A000224,Women+,65 years and older,Persons,249,units,0,v468263,6.3.104,1047367,,,,0
2025,Ontario,2021A000235,Total - gender,65 years and older,Persons,249,units,0,v468576,7.1.104,3069697,,,,0
2025,Ontario,2021A000235,Men+,65 years and older,Persons,249,units,0,v468577,7.2.104,1404307,,,,0
2025,Ontario,2021A000235,Women+,65 years and older,Persons,249,units,0,v468578,7.3.104,1665390,,,,0
2025,Manitoba,2021A000246,Total - gender,65 years and older,Persons,249,units,0,v468891,8.1.104,260365,,,,0
2025,Manitoba,2021A000246,Men+,65 years and older,Persons,249,units,0,v468892,8.2.104,119762,,,,0
2025,Manitoba,2021A000246,Women+,65 years and older,Persons,249,units,0,v468893,8.3.104,140603,,,,0
2025,Saskatchewan,2021A000247,Total - gender,65 years and older,Persons,249,units,0,v469206,9.1.104,225759,,,,0
2025,Saskatchewan,2021A000247,Men+,65 years and older,Persons,249,units,0,v469207,9.2.104,106185,,,,0
2025,Saskatchewan,2021A000247,Women+,65 years and older,Persons,249,units,0,v469208,9.3.104,119574,,,,0
2025,Alberta,2021A000248,Total - gender,65 years and older,Persons,249,units,0,v469521,10.1.104,779999,,,,0
2025,Alberta,2021A000248,Men+,65 years and older,Persons,249,units,0,v469522,10.2.104,367986,,,,0
2025,Alberta,2021A000248,Women+,65 years and older,Persons,249,units,0,v469523,10.3.104,412013,,,,0
2025,British Columbia,2021A000259,Total - gender,65 years and older,Persons,249,units,0,v469836,11.1.104,1167246,,,,0
2025,British Columbia,2021A000259,Men+,65 years and older,Persons,249,units,0,v469837,11.2.104,542346,,,,0
2025,British Columbia,2021A000259,Women+,65 years and older,Persons,249,units,0,v469838,11.3.104,624900,,,,0
2025,Yukon,2021A000260,Total - gender,65 years and older,Persons,249,units,0,v470151,12.1.104,7387,,,,0
2025,Yukon,2021A000260,Men+,65 years and older,Persons,249,units,0,v470152,12.2.104,3787,,,,0
2025,Yukon,2021A000260,Women+,65 years and older,Persons,249,units,0,v470153,12.3.104,3600,,,,0
2025,Northwest Territories,2021A000261,Total - gender,65 years and older,Persons,249,units,0,v479955,14.1.104,5264,,,,0
2025,Northwest Territories,2021A000261,Men+,65 years and older,Persons,249,units,0,v479956,14.2.104,2674,,,,0
2025,Northwest Territories,2021A000261,Women+,65 years and older,Persons,249,units,0,v479957,14.3.104,2590,,,,0
2025,Nunavut,2021A000262,Total - gender,65 years and older,Persons,249,units,0,v480270,15.1.104,2180,,,,0
2025,Nunavut,2021A000262,Men+,65 years and older,Persons,249,units,0,v480271,15.2.104,1110,,,,0
2025,Nunavut,2021A000262,Women+,65 years and older,Persons,249,units,0,v480272,15.3.104,1070,,,,0
